txt;Anio;Departamento;Municipio;Tipo Consulta;Número de registros;Total
 ;2012;GUATEMALA;GUATEMALA;Emergencia;1;238525
 ;2012;GUATEMALA;GUATEMALA;Ínter consulta;1;1
 ;2012;GUATEMALA;GUATEMALA;Paciente Nuevo;1;744473
 ;2012;GUATEMALA;GUATEMALA;Primera;1;1039076
 ;2012;GUATEMALA;GUATEMALA;Reconsulta;1;398259
 ;2012;GUATEMALA;SANTA CATARINA PINULA;Emergencia;1;411
 ;2012;GUATEMALA;SANTA CATARINA PINULA;Paciente Nuevo;1;19782
 ;2012;GUATEMALA;SANTA CATARINA PINULA;Primera;1;32102
 ;2012;GUATEMALA;SANTA CATARINA PINULA;Reconsulta;1;6933
 ;2012;GUATEMALA;SAN JOSÉ PINULA;Emergencia;1;1296
 ;2012;GUATEMALA;SAN JOSÉ PINULA;Ínter consulta;1;15
 ;2012;GUATEMALA;SAN JOSÉ PINULA;Paciente Nuevo;1;26877
 ;2012;GUATEMALA;SAN JOSÉ PINULA;Primera;1;31423
 ;2012;GUATEMALA;SAN JOSÉ PINULA;Reconsulta;1;15155
 ;2012;GUATEMALA;SAN JOSÉ DEL GOLFO;Emergencia;1;1033
 ;2012;GUATEMALA;SAN JOSÉ DEL GOLFO;Paciente Nuevo;1;21008
 ;2012;GUATEMALA;SAN JOSÉ DEL GOLFO;Primera;1;49870
 ;2012;GUATEMALA;SAN JOSÉ DEL GOLFO;Reconsulta;1;11432
 ;2012;GUATEMALA;PALENCIA;Emergencia;1;4318
 ;2012;GUATEMALA;PALENCIA;Paciente Nuevo;1;43913
 ;2012;GUATEMALA;PALENCIA;Primera;1;56673
 ;2012;GUATEMALA;PALENCIA;Reconsulta;1;12279
 ;2012;GUATEMALA;CHINAUTLA;Emergencia;1;1943
 ;2012;GUATEMALA;CHINAUTLA;Paciente Nuevo;1;78825
 ;2012;GUATEMALA;CHINAUTLA;Primera;1;98095
 ;2012;GUATEMALA;CHINAUTLA;Reconsulta;1;38816
 ;2012;GUATEMALA;SAN PEDRO AYAMPUC;Emergencia;1;262
 ;2012;GUATEMALA;SAN PEDRO AYAMPUC;Paciente Nuevo;1;25859
 ;2012;GUATEMALA;SAN PEDRO AYAMPUC;Primera;1;46385
 ;2012;GUATEMALA;SAN PEDRO AYAMPUC;Reconsulta;1;11217
 ;2012;GUATEMALA;MIXCO;Emergencia;1;81339
 ;2012;GUATEMALA;MIXCO;Paciente Nuevo;1;156884
 ;2012;GUATEMALA;MIXCO;Primera;1;126028
 ;2012;GUATEMALA;MIXCO;Reconsulta;1;38787
 ;2012;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;Emergencia;1;505
 ;2012;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;Paciente Nuevo;1;26732
 ;2012;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;Primera;1;40378
 ;2012;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;Reconsulta;1;2034
 ;2012;GUATEMALA;SAN JUAN SACATEPÉQUEZ;Emergencia;1;602
 ;2012;GUATEMALA;SAN JUAN SACATEPÉQUEZ;Paciente Nuevo;1;69009
 ;2012;GUATEMALA;SAN JUAN SACATEPÉQUEZ;Primera;1;105545
 ;2012;GUATEMALA;SAN JUAN SACATEPÉQUEZ;Reconsulta;1;1874
 ;2012;GUATEMALA;SAN RAYMUNDO;Emergencia;1;113
 ;2012;GUATEMALA;SAN RAYMUNDO;Paciente Nuevo;1;14693
 ;2012;GUATEMALA;SAN RAYMUNDO;Primera;1;24908
 ;2012;GUATEMALA;SAN RAYMUNDO;Reconsulta;1;4594
 ;2012;GUATEMALA;CHUARRANCHO;Emergencia;1;59
 ;2012;GUATEMALA;CHUARRANCHO;Paciente Nuevo;1;6517
 ;2012;GUATEMALA;CHUARRANCHO;Primera;1;14813
 ;2012;GUATEMALA;CHUARRANCHO;Reconsulta;1;1776
 ;2012;GUATEMALA;FRAIJANES;Emergencia;1;563
 ;2012;GUATEMALA;FRAIJANES;Ínter consulta;1;11
 ;2012;GUATEMALA;FRAIJANES;Paciente Nuevo;1;27911
 ;2012;GUATEMALA;FRAIJANES;Primera;1;35020
 ;2012;GUATEMALA;FRAIJANES;Reconsulta;1;8144
 ;2012;GUATEMALA;AMATITLÁN;Emergencia;1;5067
 ;2012;GUATEMALA;AMATITLÁN;Paciente Nuevo;1;23646
 ;2012;GUATEMALA;AMATITLÁN;Primera;1;27886
 ;2012;GUATEMALA;AMATITLÁN;Reconsulta;1;4691
 ;2012;GUATEMALA;VILLA NUEVA;Emergencia;1;3696
 ;2012;GUATEMALA;VILLA NUEVA;Paciente Nuevo;1;73435
 ;2012;GUATEMALA;VILLA NUEVA;Primera;1;104533
 ;2012;GUATEMALA;VILLA NUEVA;Reconsulta;1;23000
 ;2012;GUATEMALA;VILLA CANALES;Emergencia;1;677
 ;2012;GUATEMALA;VILLA CANALES;Paciente Nuevo;1;46362
 ;2012;GUATEMALA;VILLA CANALES;Primera;1;85818
 ;2012;GUATEMALA;VILLA CANALES;Reconsulta;1;18254
 ;2012;GUATEMALA;SAN MIGUEL PETAPA;Emergencia;1;524
 ;2012;GUATEMALA;SAN MIGUEL PETAPA;Paciente Nuevo;1;14110
 ;2012;GUATEMALA;SAN MIGUEL PETAPA;Primera;1;26719
 ;2012;GUATEMALA;SAN MIGUEL PETAPA;Reconsulta;1;3667
 ;2012;EL PROGRESO;GUASTATOYA;Emergencia;1;3716
 ;2012;EL PROGRESO;GUASTATOYA;Ínter consulta;1;2
 ;2012;EL PROGRESO;GUASTATOYA;Paciente Nuevo;1;22975
 ;2012;EL PROGRESO;GUASTATOYA;Primera;1;29566
 ;2012;EL PROGRESO;GUASTATOYA;Reconsulta;1;5039
 ;2012;EL PROGRESO;MORAZÁN;Emergencia;1;54
 ;2012;EL PROGRESO;MORAZÁN;Paciente Nuevo;1;8315
 ;2012;EL PROGRESO;MORAZÁN;Primera;1;19884
 ;2012;EL PROGRESO;MORAZÁN;Reconsulta;1;3268
 ;2012;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;Emergencia;1;487
 ;2012;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;Paciente Nuevo;1;17495
 ;2012;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;Primera;1;25152
 ;2012;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;Reconsulta;1;2396
 ;2012;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;Emergencia;1;100
 ;2012;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;Paciente Nuevo;1;6348
 ;2012;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;Primera;1;10043
 ;2012;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;Reconsulta;1;3974
 ;2012;EL PROGRESO;EL JÍCARO;Emergencia;1;27
 ;2012;EL PROGRESO;EL JÍCARO;Paciente Nuevo;1;8134
 ;2012;EL PROGRESO;EL JÍCARO;Primera;1;18927
 ;2012;EL PROGRESO;EL JÍCARO;Reconsulta;1;518
 ;2012;EL PROGRESO;SANSARE;Emergencia;1;82
 ;2012;EL PROGRESO;SANSARE;Paciente Nuevo;1;5492
 ;2012;EL PROGRESO;SANSARE;Primera;1;9619
 ;2012;EL PROGRESO;SANSARE;Reconsulta;1;3747
 ;2012;EL PROGRESO;SANARATE;Emergencia;1;6752
 ;2012;EL PROGRESO;SANARATE;Paciente Nuevo;1;20159
 ;2012;EL PROGRESO;SANARATE;Primera;1;23261
 ;2012;EL PROGRESO;SANARATE;Reconsulta;1;14643
 ;2012;EL PROGRESO;SAN ANTONIO LA PAZ;Emergencia;1;2
 ;2012;EL PROGRESO;SAN ANTONIO LA PAZ;Paciente Nuevo;1;9259
 ;2012;EL PROGRESO;SAN ANTONIO LA PAZ;Primera;1;19598
 ;2012;EL PROGRESO;SAN ANTONIO LA PAZ;Reconsulta;1;1881
 ;2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;Emergencia;1;37441
 ;2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;Ínter consulta;1;104
 ;2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;Paciente Nuevo;1;20508
 ;2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;Primera;1;34224
 ;2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;Reconsulta;1;30918
 ;2012;SACATEPEQUEZ;JOCOTENANGO;Emergencia;1;48
 ;2012;SACATEPEQUEZ;JOCOTENANGO;Paciente Nuevo;1;4888
 ;2012;SACATEPEQUEZ;JOCOTENANGO;Primera;1;7662
 ;2012;SACATEPEQUEZ;JOCOTENANGO;Reconsulta;1;1392
 ;2012;SACATEPEQUEZ;PASTORES;Emergencia;1;52
 ;2012;SACATEPEQUEZ;PASTORES;Paciente Nuevo;1;6694
 ;2012;SACATEPEQUEZ;PASTORES;Primera;1;9602
 ;2012;SACATEPEQUEZ;PASTORES;Reconsulta;1;2206
 ;2012;SACATEPEQUEZ;SUMPANGO;Emergencia;1;1369
 ;2012;SACATEPEQUEZ;SUMPANGO;Paciente Nuevo;1;15052
 ;2012;SACATEPEQUEZ;SUMPANGO;Primera;1;27389
 ;2012;SACATEPEQUEZ;SUMPANGO;Reconsulta;1;7094
 ;2012;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;Emergencia;1;55
 ;2012;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;Paciente Nuevo;1;3665
 ;2012;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;Primera;1;5954
 ;2012;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;Reconsulta;1;535
 ;2012;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;Emergencia;1;42
 ;2012;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;Paciente Nuevo;1;11270
 ;2012;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;Primera;1;18047
 ;2012;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;Reconsulta;1;4588
 ;2012;SACATEPEQUEZ;SAN BARTOLOMÉ MILPAS ALTAS;Emergencia;1;66
 ;2012;SACATEPEQUEZ;SAN BARTOLOMÉ MILPAS ALTAS;Paciente Nuevo;1;3191
 ;2012;SACATEPEQUEZ;SAN BARTOLOMÉ MILPAS ALTAS;Primera;1;5519
 ;2012;SACATEPEQUEZ;SAN BARTOLOMÉ MILPAS ALTAS;Reconsulta;1;1274
 ;2012;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;Emergencia;1;545
 ;2012;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;Paciente Nuevo;1;9266
 ;2012;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;Primera;1;16012
 ;2012;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;Reconsulta;1;5503
 ;2012;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;Emergencia;1;76
 ;2012;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;Paciente Nuevo;1;4185
 ;2012;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;Primera;1;7511
 ;2012;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;Reconsulta;1;2361
 ;2012;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;Emergencia;1;58
 ;2012;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;Paciente Nuevo;1;2476
 ;2012;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;Primera;1;4150
 ;2012;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;Reconsulta;1;1387
 ;2012;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;Emergencia;1;90
 ;2012;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;Paciente Nuevo;1;3518
 ;2012;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;Primera;1;6209
 ;2012;SACATEPEQUEZ;SANTA MARÍA DE JESÚS;Reconsulta;1;1662
 ;2012;SACATEPEQUEZ;CIUDAD VIEJA;Emergencia;1;132
 ;2012;SACATEPEQUEZ;CIUDAD VIEJA;Paciente Nuevo;1;6709
 ;2012;SACATEPEQUEZ;CIUDAD VIEJA;Primera;1;9866
 ;2012;SACATEPEQUEZ;CIUDAD VIEJA;Reconsulta;1;1793
 ;2012;SACATEPEQUEZ;SAN MIGUEL DUEÑAS;Emergencia;1;31
 ;2012;SACATEPEQUEZ;SAN MIGUEL DUEÑAS;Paciente Nuevo;1;3373
 ;2012;SACATEPEQUEZ;SAN MIGUEL DUEÑAS;Primera;1;6103
 ;2012;SACATEPEQUEZ;SAN MIGUEL DUEÑAS;Reconsulta;1;1131
 ;2012;SACATEPEQUEZ;ALOTENANGO;Emergencia;1;41
 ;2012;SACATEPEQUEZ;ALOTENANGO;Paciente Nuevo;1;6148
 ;2012;SACATEPEQUEZ;ALOTENANGO;Primera;1;12374
 ;2012;SACATEPEQUEZ;ALOTENANGO;Reconsulta;1;3276
 ;2012;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;Emergencia;1;18
 ;2012;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;Paciente Nuevo;1;1628
 ;2012;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;Primera;1;2659
 ;2012;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;Reconsulta;1;718
 ;2012;SACATEPEQUEZ;SANTA CATARINA BARAHONA;Emergencia;1;5
 ;2012;SACATEPEQUEZ;SANTA CATARINA BARAHONA;Paciente Nuevo;1;1291
 ;2012;SACATEPEQUEZ;SANTA CATARINA BARAHONA;Primera;1;1920
 ;2012;SACATEPEQUEZ;SANTA CATARINA BARAHONA;Reconsulta;1;421
 ;2012;CHIMALTENANGO;CHIMALTENANGO;Emergencia;1;26
 ;2012;CHIMALTENANGO;CHIMALTENANGO;Paciente Nuevo;1;15901
 ;2012;CHIMALTENANGO;CHIMALTENANGO;Primera;1;26495
 ;2012;CHIMALTENANGO;CHIMALTENANGO;Reconsulta;1;32646
 ;2012;CHIMALTENANGO;SAN JOSÉ POAQUIL;Emergencia;1;185
 ;2012;CHIMALTENANGO;SAN JOSÉ POAQUIL;Paciente Nuevo;1;12207
 ;2012;CHIMALTENANGO;SAN JOSÉ POAQUIL;Primera;1;23974
 ;2012;CHIMALTENANGO;SAN JOSÉ POAQUIL;Reconsulta;1;2482
 ;2012;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;Emergencia;1;490
 ;2012;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;Paciente Nuevo;1;26844
 ;2012;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;Primera;1;43050
 ;2012;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;Reconsulta;1;4850
 ;2012;CHIMALTENANGO;SAN JUAN COMALAPA;Emergencia;1;189
 ;2012;CHIMALTENANGO;SAN JUAN COMALAPA;Paciente Nuevo;1;14016
 ;2012;CHIMALTENANGO;SAN JUAN COMALAPA;Primera;1;20520
 ;2012;CHIMALTENANGO;SAN JUAN COMALAPA;Reconsulta;1;2139
 ;2012;CHIMALTENANGO;SANTA APOLONIA;Emergencia;1;174
 ;2012;CHIMALTENANGO;SANTA APOLONIA;Paciente Nuevo;1;4002
 ;2012;CHIMALTENANGO;SANTA APOLONIA;Primera;1;7115
 ;2012;CHIMALTENANGO;SANTA APOLONIA;Reconsulta;1;1683
 ;2012;CHIMALTENANGO;TECPÁN GUATEMALA;Emergencia;1;10278
 ;2012;CHIMALTENANGO;TECPÁN GUATEMALA;Paciente Nuevo;1;29498
 ;2012;CHIMALTENANGO;TECPÁN GUATEMALA;Primera;1;47420
 ;2012;CHIMALTENANGO;TECPÁN GUATEMALA;Reconsulta;1;12434
 ;2012;CHIMALTENANGO;PATZÚN;Emergencia;1;843
 ;2012;CHIMALTENANGO;PATZÚN;Paciente Nuevo;1;16100
 ;2012;CHIMALTENANGO;PATZÚN;Primera;1;27861
 ;2012;CHIMALTENANGO;PATZÚN;Reconsulta;1;4462
 ;2012;CHIMALTENANGO;POCHUTA;Emergencia;1;606
 ;2012;CHIMALTENANGO;POCHUTA;Paciente Nuevo;1;6469
 ;2012;CHIMALTENANGO;POCHUTA;Primera;1;14674
 ;2012;CHIMALTENANGO;POCHUTA;Reconsulta;1;6968
 ;2012;CHIMALTENANGO;PATZICÍA;Emergencia;1;150
 ;2012;CHIMALTENANGO;PATZICÍA;Paciente Nuevo;1;14383
 ;2012;CHIMALTENANGO;PATZICÍA;Primera;1;22021
 ;2012;CHIMALTENANGO;PATZICÍA;Reconsulta;1;4766
 ;2012;CHIMALTENANGO;SANTA CRUZ BALANYÁ;Emergencia;1;44
 ;2012;CHIMALTENANGO;SANTA CRUZ BALANYÁ;Paciente Nuevo;1;2575
 ;2012;CHIMALTENANGO;SANTA CRUZ BALANYÁ;Primera;1;3781
 ;2012;CHIMALTENANGO;SANTA CRUZ BALANYÁ;Reconsulta;1;1340
 ;2012;CHIMALTENANGO;ACATENANGO;Emergencia;1;171
 ;2012;CHIMALTENANGO;ACATENANGO;Paciente Nuevo;1;9420
 ;2012;CHIMALTENANGO;ACATENANGO;Primera;1;16511
 ;2012;CHIMALTENANGO;ACATENANGO;Reconsulta;1;3741
 ;2012;CHIMALTENANGO;YEPOCAPA;Emergencia;1;372
 ;2012;CHIMALTENANGO;YEPOCAPA;Paciente Nuevo;1;13146
 ;2012;CHIMALTENANGO;YEPOCAPA;Primera;1;23844
 ;2012;CHIMALTENANGO;YEPOCAPA;Reconsulta;1;4815
 ;2012;CHIMALTENANGO;SAN ANDRÉS ITZAPA;Emergencia;1;219
 ;2012;CHIMALTENANGO;SAN ANDRÉS ITZAPA;Paciente Nuevo;1;13986
 ;2012;CHIMALTENANGO;SAN ANDRÉS ITZAPA;Primera;1;20888
 ;2012;CHIMALTENANGO;SAN ANDRÉS ITZAPA;Reconsulta;1;3880
 ;2012;CHIMALTENANGO;PARRAMOS;Emergencia;1;128
 ;2012;CHIMALTENANGO;PARRAMOS;Paciente Nuevo;1;6202
 ;2012;CHIMALTENANGO;PARRAMOS;Primera;1;11758
 ;2012;CHIMALTENANGO;PARRAMOS;Reconsulta;1;2207
 ;2012;CHIMALTENANGO;ZARAGOZA;Emergencia;1;505
 ;2012;CHIMALTENANGO;ZARAGOZA;Paciente Nuevo;1;12040
 ;2012;CHIMALTENANGO;ZARAGOZA;Primera;1;20964
 ;2012;CHIMALTENANGO;ZARAGOZA;Reconsulta;1;3694
 ;2012;CHIMALTENANGO;EL TEJAR;Emergencia;1;554
 ;2012;CHIMALTENANGO;EL TEJAR;Paciente Nuevo;1;8317
 ;2012;CHIMALTENANGO;EL TEJAR;Primera;1;11202
 ;2012;CHIMALTENANGO;EL TEJAR;Reconsulta;1;6190
 ;2012;ESCUINTLA;ESCUINTLA;Emergencia;1;101920
 ;2012;ESCUINTLA;ESCUINTLA;Paciente Nuevo;1;98146
 ;2012;ESCUINTLA;ESCUINTLA;Primera;1;145131
 ;2012;ESCUINTLA;ESCUINTLA;Reconsulta;1;119454
 ;2012;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;Emergencia;1;2941
 ;2012;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;Paciente Nuevo;1;45868
 ;2012;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;Primera;1;53824
 ;2012;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;Reconsulta;1;5722
 ;2012;ESCUINTLA;LA DEMOCRACIA;Emergencia;1;288
 ;2012;ESCUINTLA;LA DEMOCRACIA;Paciente Nuevo;1;14244
 ;2012;ESCUINTLA;LA DEMOCRACIA;Primera;1;30403
 ;2012;ESCUINTLA;LA DEMOCRACIA;Reconsulta;1;22408
 ;2012;ESCUINTLA;SIQUINALÁ;Emergencia;1;240
 ;2012;ESCUINTLA;SIQUINALÁ;Paciente Nuevo;1;18742
 ;2012;ESCUINTLA;SIQUINALÁ;Primera;1;31928
 ;2012;ESCUINTLA;SIQUINALÁ;Reconsulta;1;5257
 ;2012;ESCUINTLA;MASAGUA;Emergencia;1;874
 ;2012;ESCUINTLA;MASAGUA;Paciente Nuevo;1;40072
 ;2012;ESCUINTLA;MASAGUA;Primera;1;67463
 ;2012;ESCUINTLA;MASAGUA;Reconsulta;1;9060
 ;2012;ESCUINTLA;TIQUISATE;Emergencia;1;31337
 ;2012;ESCUINTLA;TIQUISATE;Paciente Nuevo;1;21718
 ;2012;ESCUINTLA;TIQUISATE;Primera;1;27579
 ;2012;ESCUINTLA;TIQUISATE;Reconsulta;1;19043
 ;2012;ESCUINTLA;LA GOMERA;Emergencia;1;2053
 ;2012;ESCUINTLA;LA GOMERA;Paciente Nuevo;1;58808
 ;2012;ESCUINTLA;LA GOMERA;Primera;1;78854
 ;2012;ESCUINTLA;LA GOMERA;Reconsulta;1;31681
 ;2012;ESCUINTLA;GUANAGAZAPA;Emergencia;1;419
 ;2012;ESCUINTLA;GUANAGAZAPA;Paciente Nuevo;1;15783
 ;2012;ESCUINTLA;GUANAGAZAPA;Primera;1;32333
 ;2012;ESCUINTLA;GUANAGAZAPA;Reconsulta;1;5739
 ;2012;ESCUINTLA;PUERTO DE SAN JOSÉ;Emergencia;1;13067
 ;2012;ESCUINTLA;PUERTO DE SAN JOSÉ;Paciente Nuevo;1;66661
 ;2012;ESCUINTLA;PUERTO DE SAN JOSÉ;Primera;1;64535
 ;2012;ESCUINTLA;PUERTO DE SAN JOSÉ;Reconsulta;1;35079
 ;2012;ESCUINTLA;IZTAPA;Emergencia;1;1367
 ;2012;ESCUINTLA;IZTAPA;Paciente Nuevo;1;22154
 ;2012;ESCUINTLA;IZTAPA;Primera;1;28470
 ;2012;ESCUINTLA;IZTAPA;Reconsulta;1;14510
 ;2012;ESCUINTLA;PALÍN;Emergencia;1;63
 ;2012;ESCUINTLA;PALÍN;Paciente Nuevo;1;40133
 ;2012;ESCUINTLA;PALÍN;Primera;1;58695
 ;2012;ESCUINTLA;PALÍN;Reconsulta;1;13502
 ;2012;ESCUINTLA;SAN VICENTE PACAYA;Emergencia;1;500
 ;2012;ESCUINTLA;SAN VICENTE PACAYA;Paciente Nuevo;1;19978
 ;2012;ESCUINTLA;SAN VICENTE PACAYA;Primera;1;36290
 ;2012;ESCUINTLA;SAN VICENTE PACAYA;Reconsulta;1;9866
 ;2012;ESCUINTLA;NUEVA CONCEPCIÓN;Emergencia;1;5000
 ;2012;ESCUINTLA;NUEVA CONCEPCIÓN;Paciente Nuevo;1;62865
 ;2012;ESCUINTLA;NUEVA CONCEPCIÓN;Primera;1;83760
 ;2012;ESCUINTLA;NUEVA CONCEPCIÓN;Reconsulta;1;21591
 ;2012;SANTA ROSA;CUILAPA;Emergencia;1;33479
 ;2012;SANTA ROSA;CUILAPA;Paciente Nuevo;1;12850
 ;2012;SANTA ROSA;CUILAPA;Primera;1;42321
 ;2012;SANTA ROSA;CUILAPA;Reconsulta;1;16723
 ;2012;SANTA ROSA;BARBERENA;Emergencia;1;2860
 ;2012;SANTA ROSA;BARBERENA;Paciente Nuevo;1;20436
 ;2012;SANTA ROSA;BARBERENA;Primera;1;29655
 ;2012;SANTA ROSA;BARBERENA;Reconsulta;1;4902
 ;2012;SANTA ROSA;SANTA ROSA DE LIMA;Emergencia;1;40
 ;2012;SANTA ROSA;SANTA ROSA DE LIMA;Ínter consulta;1;4
 ;2012;SANTA ROSA;SANTA ROSA DE LIMA;Paciente Nuevo;1;6904
 ;2012;SANTA ROSA;SANTA ROSA DE LIMA;Primera;1;11381
 ;2012;SANTA ROSA;SANTA ROSA DE LIMA;Reconsulta;1;1295
 ;2012;SANTA ROSA;CASILLAS;Emergencia;1;33
 ;2012;SANTA ROSA;CASILLAS;Paciente Nuevo;1;7916
 ;2012;SANTA ROSA;CASILLAS;Primera;1;15061
 ;2012;SANTA ROSA;CASILLAS;Reconsulta;1;1186
 ;2012;SANTA ROSA;SAN RAFAEL LAS FLORES;Emergencia;1;336
 ;2012;SANTA ROSA;SAN RAFAEL LAS FLORES;Paciente Nuevo;1;6901
 ;2012;SANTA ROSA;SAN RAFAEL LAS FLORES;Primera;1;13418
 ;2012;SANTA ROSA;SAN RAFAEL LAS FLORES;Reconsulta;1;3867
 ;2012;SANTA ROSA;ORATORIO;Emergencia;1;18
 ;2012;SANTA ROSA;ORATORIO;Paciente Nuevo;1;10721
 ;2012;SANTA ROSA;ORATORIO;Primera;1;19150
 ;2012;SANTA ROSA;ORATORIO;Reconsulta;1;1019
 ;2012;SANTA ROSA;SAN JUAN TECUACO;Emergencia;1;534
 ;2012;SANTA ROSA;SAN JUAN TECUACO;Paciente Nuevo;1;6631
 ;2012;SANTA ROSA;SAN JUAN TECUACO;Primera;1;11220
 ;2012;SANTA ROSA;SAN JUAN TECUACO;Reconsulta;1;6494
 ;2012;SANTA ROSA;CHIQUIMULILLA;Emergencia;1;32
 ;2012;SANTA ROSA;CHIQUIMULILLA;Paciente Nuevo;1;14163
 ;2012;SANTA ROSA;CHIQUIMULILLA;Primera;1;22818
 ;2012;SANTA ROSA;CHIQUIMULILLA;Reconsulta;1;7127
 ;2012;SANTA ROSA;TAXISCO;Emergencia;1;4582
 ;2012;SANTA ROSA;TAXISCO;Paciente Nuevo;1;17527
 ;2012;SANTA ROSA;TAXISCO;Primera;1;36164
 ;2012;SANTA ROSA;TAXISCO;Reconsulta;1;8632
 ;2012;SANTA ROSA;SANTA MARÍA IXHUATÁN;Emergencia;1;669
 ;2012;SANTA ROSA;SANTA MARÍA IXHUATÁN;Paciente Nuevo;1;22552
 ;2012;SANTA ROSA;SANTA MARÍA IXHUATÁN;Primera;1;33568
 ;2012;SANTA ROSA;SANTA MARÍA IXHUATÁN;Reconsulta;1;4777
 ;2012;SANTA ROSA;GUAZACAPÁN;Emergencia;1;143
 ;2012;SANTA ROSA;GUAZACAPÁN;Paciente Nuevo;1;5307
 ;2012;SANTA ROSA;GUAZACAPÁN;Primera;1;14336
 ;2012;SANTA ROSA;GUAZACAPÁN;Reconsulta;1;1021
 ;2012;SANTA ROSA;SANTA CRUZ NARANJO;Emergencia;1;126
 ;2012;SANTA ROSA;SANTA CRUZ NARANJO;Paciente Nuevo;1;5712
 ;2012;SANTA ROSA;SANTA CRUZ NARANJO;Primera;1;13283
 ;2012;SANTA ROSA;SANTA CRUZ NARANJO;Reconsulta;1;2397
 ;2012;SANTA ROSA;PUEBLO NUEVO VIÑAS;Emergencia;1;126
 ;2012;SANTA ROSA;PUEBLO NUEVO VIÑAS;Paciente Nuevo;1;8824
 ;2012;SANTA ROSA;PUEBLO NUEVO VIÑAS;Primera;1;21063
 ;2012;SANTA ROSA;PUEBLO NUEVO VIÑAS;Reconsulta;1;1933
 ;2012;SANTA ROSA;NUEVA SANTA ROSA;Emergencia;1;201
 ;2012;SANTA ROSA;NUEVA SANTA ROSA;Paciente Nuevo;1;16367
 ;2012;SANTA ROSA;NUEVA SANTA ROSA;Primera;1;28936
 ;2012;SANTA ROSA;NUEVA SANTA ROSA;Reconsulta;1;1936
 ;2012;SOLOLA;SOLOLÁ;Emergencia;1;15802
 ;2012;SOLOLA;SOLOLÁ;Paciente Nuevo;1;38808
 ;2012;SOLOLA;SOLOLÁ;Primera;1;62024
 ;2012;SOLOLA;SOLOLÁ;Reconsulta;1;19076
 ;2012;SOLOLA;SAN JOSÉ CHACAYÁ;Emergencia;1;426
 ;2012;SOLOLA;SAN JOSÉ CHACAYÁ;Paciente Nuevo;1;3059
 ;2012;SOLOLA;SAN JOSÉ CHACAYÁ;Primera;1;5478
 ;2012;SOLOLA;SAN JOSÉ CHACAYÁ;Reconsulta;1;739
